TRACK_ID,First_Last_Timestamps,Frames,"X-110,Y-110","X-100,Y-100","X-90,Y-90","X-80,Y-80","X-70,Y-70","X-60,Y-60","X-50,Y-50","X-40,Y-40","X-30,Y-30","X-20,Y-20","X-10,Y-10","X,Y","X+10,Y+10","X+20,Y+20","X+30,Y+30","X+40,Y+40","X+50,Y+50",STATUS-110,STATUS-100,STATUS-90,STATUS-80,STATUS-70,STATUS-60,STATUS-50,STATUS-40,STATUS-30,STATUS-20,STATUS-10,STATUS,STATUS+10,STATUS+20,STATUS+30,STATUS+40,STATUS+50
9,"(0.0, 6.006)",770_frame130.jpg,"(538836.6, 4814005.57)","(538834.84, 4814006.66)","(538832.77, 4814007.62)","(538830.43, 4814008.39)","(538827.85, 4814008.89)","(538825.05, 4814009.08)","(538822.06, 4814008.97)","(538818.92, 4814008.57)","(538815.62, 4814007.88)","(538812.25, 4814006.94)","(538808.84, 4814005.75)","(538805.38, 4814004.34)","(538801.87, 4814002.79)","(538798.31, 4814001.12)","(538794.69, 4813999.34)","(538791.04, 4813997.46)","(538787.31, 4813995.46)","(21.6317, 1.2039, -1.6017, 2.5433)","(23.4526, 1.7073, -2.144, 2.6457)","(25.5519, 1.6926, -2.5558, 2.7667)","(27.466, 1.5672, -2.8001, 2.8821)","(29.3633, 1.5861, -2.8754, 3.0134)","(31.2794, 1.6224, -2.7471, 3.1224)","(33.2699, 1.6707, -2.5029, 3.2251)","(35.2265, 1.547, -2.3017, 3.3045)","(36.9435, 1.3141, -2.1433, 3.3815)","(38.3826, 1.0972, -1.9167, 3.4475)","(39.6173, 0.978, -1.5746, 3.504)","(40.7902, 0.9798, -1.1436, 3.5447)","(41.9213, 0.8976, -0.8298, 3.5704)","(42.9398, 0.7933, -0.6881, 3.5881)","(43.9831, 1.0861, -0.6506, 3.6078)","(43.2478, -2.0403, -0.4861, 3.6262)","(42.9484, -3.3202, -0.3869, 3.6366)"
61,"(32.699333, 38.038)",770_frame1090.jpg,"(538858.18, 4813989.67)","(538857.05, 4813991.16)","(538855.9, 4813992.73)","(538854.46, 4813994.78)","(538852.69, 4813997.4)","(538850.75, 4814000.32)","(538848.79, 4814003.31)","(538846.75, 4814006.41)","(538844.64, 4814009.63)","(538842.46, 4814012.94)","(538840.22, 4814016.37)","(538837.95, 4814019.88)","(538835.66, 4814023.47)","(538833.31, 4814027.12)","(538830.93, 4814030.71)","(538828.51, 4814034.19)","(538826.05, 4814037.63)","(20.1773, 0.2601, 0.2343, 2.2217)","(21.5616, 2.211, 0.3213, 2.2123)","(24.8577, 3.8096, 0.3959, 2.1941)","(30.2358, 4.6228, 0.3816, 2.173)","(35.1423, 3.2141, 0.2659, 2.1601)","(37.9378, 1.6734, 0.1272, 2.1543)","(39.4568, 1.0228, 0.0463, 2.1526)","(40.7047, 1.1677, 0.0181, 2.152)","(42.1608, 1.1525, 0.0329, 2.1517)","(43.4442, 0.9773, 0.0879, 2.1507)","(44.5541, 0.9113, 0.1545, 2.1473)","(45.5645, 0.7324, 0.0903, 2.1415)","(46.2546, 0.379, -0.1612, 2.1393)","(46.45, -0.0728, -0.513, 2.1481)","(46.1324, -0.3341, -0.6343, 2.1681)","(45.7711, -0.2966, -0.5621, 2.1867)","(45.5672, -0.0164, -0.3669, 2.1932)"
83,"(63.063, 69.402667)",770_frame2030.jpg,"(538876.24, 4814040.73)","(538874.23, 4814039.71)","(538871.99, 4814038.56)","(538869.77, 4814037.47)","(538867.52, 4814036.42)","(538865.23, 4814035.42)","(538862.94, 4814034.45)","(538860.64, 4814033.54)","(538858.31, 4814032.71)","(538855.93, 4814032.01)","(538853.49, 4814031.43)","(538851.11, 4814030.98)","(538848.82, 4814030.64)","(538846.59, 4814030.43)","(538844.41, 4814030.36)","(538842.3, 4814030.4)","(538840.22, 4814030.52)","(21.192, 3.5705, -0.4789, 3.5864)","(24.9152, 2.2861, -0.146, 3.6126)","(26.6106, 0.7086, 0.2517, 3.6075)","(26.904, -0.0493, 0.4437, 3.5876)","(26.7951, -0.0084, 0.43, 3.5661)","(26.8433, -0.0223, 0.404, 3.5487)","(26.7591, -0.086, 0.5433, 3.532)","(26.7042, 0.0358, 0.8478, 3.5021)","(26.8068, 0.0796, 1.0885, 3.455)","(26.7987, -0.1481, 1.1426, 3.4036)","(26.4031, -0.518, 1.0426, 3.352)","(25.5806, -0.784, 0.9847, 3.3078)","(24.6371, -0.7205, 1.0339, 3.2615)","(23.8534, -0.6098, 1.1046, 3.2039)","(23.1966, -0.4463, 0.9679, 3.1486)","(22.8129, -0.3423, 0.7324, 3.1031)","(22.5371, -0.1477, 0.4635, 3.0867)"
91,"(72.405667, 78.745333)",770_frame2310.jpg,"(538806.14, 4813993.62)","(538811.26, 4813996.15)","(538816.44, 4813998.75)","(538821.5, 4814001.33)","(538826.5, 4814003.9)","(538831.46, 4814006.47)","(538836.39, 4814009.04)","(538841.28, 4814011.58)","(538846.25, 4814014.12)","(538851.38, 4814016.68)","(538856.61, 4814019.24)","(538861.84, 4814021.82)","(538867.15, 4814024.48)","(538872.41, 4814027.13)","(538877.36, 4814029.6)","(538881.86, 4814031.8)","(538885.41, 4814033.52)","(59.9323, 1.6791, -0.3084, 0.4565)","(61.4935, 0.7582, -0.3034, 0.4629)","(61.737, -0.2501, -0.2611, 0.4683)","(61.127, -0.6149, -0.2203, 0.4729)","(60.495, -0.4111, -0.171, 0.477)","(60.0784, -0.3004, -0.0693, 0.4799)","(59.8634, 0.0008, 0.1054, 0.4807)","(60.1512, 0.5098, 0.3226, 0.4764)","(61.0626, 0.9045, 0.3853, 0.4669)","(62.1212, 0.7338, 0.2366, 0.4579)","(62.905, 0.6402, -0.0529, 0.4563)","(63.4969, 0.2047, -0.1823, 0.4616)","(63.1465, -0.9643, -0.0797, 0.4665)","(60.8936, -2.7335, 0.1513, 0.4656)","(57.0139, -6.6896, 0.2505, 0.4587)","(50.0889, -9.3863, 0.2283, 0.4524)","(45.8599, -12.1758, 0.1342, 0.4506)"
93,"(74.074, 80.413667)",770_frame2360.jpg,"(538872.1, 4814038.35)","(538869.15, 4814036.94)","(538866.16, 4814035.51)","(538863.37, 4814034.22)","(538860.73, 4814033.1)","(538858.07, 4814032.19)","(538855.28, 4814031.54)","(538852.45, 4814031.11)","(538849.6, 4814030.84)","(538846.77, 4814030.68)","(538843.93, 4814030.66)","(538841.08, 4814030.87)","(538838.26, 4814031.37)","(538835.49, 4814032.23)","(538832.8, 4814033.5)","(538830.2, 4814035.15)","(538827.94, 4814036.78)","(33.4581, 1.6077, -0.2355, 3.5829)","(34.7371, 0.2958, -0.0043, 3.5891)","(34.1167, -1.1712, 0.4201, 3.5835)","(32.361, -1.4791, 1.0142, 3.5614)","(31.0046, -0.6634, 1.733, 3.5081)","(30.6753, -0.0211, 2.1342, 3.4227)","(30.7979, 0.1386, 2.017, 3.3295)","(30.8622, -0.0501, 1.4903, 3.2607)","(30.7648, -0.0807, 1.2139, 3.2155)","(30.7019, -0.0026, 1.4171, 3.1752)","(30.7473, 0.0711, 2.0016, 3.1096)","(30.8965, 0.1855, 2.6225, 3.0185)","(31.2109, 0.356, 3.197, 2.9051)","(31.7949, 0.6206, 3.4403, 2.7723)","(32.4972, -0.6275, 2.9133, 2.6332)","(31.6963, -1.8562, 2.0947, 2.5411)","(31.1243, -3.6204, 1.1854, 2.5143)"
96,"(77.744333, 83.750333)",770_frame2460.jpg,"(538869.04, 4814036.18)","(538863.94, 4814033.68)","(538858.49, 4814031.0)","(538852.95, 4814028.27)","(538847.54, 4814025.59)","(538842.19, 4814022.94)","(538836.89, 4814020.32)","(538831.7, 4814017.78)","(538826.59, 4814015.3)","(538821.4, 4814012.79)","(538816.03, 4814010.18)","(538810.6, 4814007.52)","(538805.26, 4814004.83)","(538799.9, 4814002.09)","(538794.69, 4813999.41)","(538789.94, 4813997.0)","(538785.76, 4813994.93)","(59.8194, 2.3989, -0.0904, 3.5954)","(63.016, 2.5311, -0.1003, 3.5977)","(65.3012, 1.1026, -0.0897, 3.5995)","(65.706, -0.2626, -0.0533, 3.6009)","(64.9586, -0.8106, 0.0066, 3.6017)","(64.0124, -0.7826, 0.0885, 3.6009)","(62.976, -0.8822, 0.1372, 3.5983)","(62.1192, -0.4088, 0.126, 3.5949)","(62.1728, 0.5393, 0.0494, 3.5929)","(63.2731, 1.0852, -0.084, 3.5927)","(64.4165, 0.622, -0.2535, 3.5954)","(64.8615, 0.1874, -0.3915, 3.602)","(64.6982, -0.5714, -0.342, 3.6115)","(63.2833, -2.0499, -0.0767, 3.6173)","(59.4598, -3.9424, 0.2322, 3.6152)","(55.64, -4.3612, 0.3488, 3.6042)","(52.1128, -4.218, 0.3641, 3.5986)"
113,"(107.774333, 113.780333)",770_frame3360.jpg,"(538857.22, 4813990.21)","(538856.4, 4813991.43)","(538855.37, 4813993.0)","(538854.27, 4813994.68)","(538853.16, 4813996.4)","(538851.96, 4813998.23)","(538850.67, 4814000.18)","(538849.25, 4814002.28)","(538847.75, 4814004.5)","(538846.21, 4814006.75)","(538844.64, 4814009.07)","(538843.03, 4814011.47)","(538841.38, 4814013.98)","(538839.68, 4814016.6)","(538837.96, 4814019.24)","(538836.26, 4814021.85)","(538834.54, 4814024.46)","(13.1704, 3.5434, 0.177, 2.179)","(17.4635, 3.216, 0.1415, 2.159)","(20.4436, 1.7522, 0.0767, 2.1503)","(21.9528, 0.9391, 0.0091, 2.1477)","(22.9979, 0.9715, -0.0544, 2.1488)","(24.4933, 1.4562, -0.1109, 2.1531)","(26.2887, 1.4685, -0.1235, 2.1596)","(27.9048, 1.1629, -0.0981, 2.1655)","(29.0707, 0.7996, -0.0345, 2.1684)","(29.9051, 0.6481, 0.0463, 2.1687)","(30.7335, 0.8052, 0.1443, 2.1654)","(31.8429, 0.9678, 0.1924, 2.1574)","(32.9349, 0.7815, 0.1491, 2.1489)","(33.6298, 0.3618, 0.0241, 2.1453)","(33.8125, -0.0023, -0.0711, 2.1474)","(33.7245, -0.1177, -0.0969, 2.1521)","(33.649, 0.0246, -0.0789, 2.1539)"
118,"(110.11, 115.782333)",770_frame3420.jpg,"(538818.4, 4814029.6)","(538819.84, 4814027.57)","(538821.4, 4814025.37)","(538823.08, 4814022.99)","(538824.81, 4814020.51)","(538826.55, 4814018.02)","(538828.29, 4814015.48)","(538830.08, 4814012.85)","(538831.94, 4814010.09)","(538833.86, 4814007.23)","(538835.83, 4814004.25)","(538837.86, 4814001.15)","(538839.95, 4813997.95)","(538842.07, 4813994.66)","(538844.34, 4813991.14)","(538846.61, 4813987.71)","(538848.53, 4813984.97)","(27.026, 0.8746, 0.0322, 5.3315)","(28.2318, 1.3609, 0.0452, 5.3299)","(30.1039, 1.5779, 0.0664, 5.3278)","(31.7418, 1.0326, 0.087, 5.3247)","(32.5982, 0.5088, 0.108, 5.3211)","(33.1397, 0.4929, 0.1196, 5.3167)","(33.929, 0.8422, 0.1222, 5.3122)","(35.1186, 1.0933, 0.1215, 5.308)","(36.4931, 1.1586, 0.1257, 5.304)","(37.8655, 1.1425, 0.1393, 5.2999)","(39.2486, 1.1337, 0.144, 5.2952)","(40.5391, 0.9983, 0.1314, 5.2908)","(42.0126, 1.4851, 0.0738, 5.2873)","(43.5878, 0.8135, -0.0891, 5.2855)","(43.3758, -1.8178, -0.4403, 5.2897)","(38.9084, -4.9256, -0.7043, 5.3077)","(35.7277, -7.0764, -0.885, 5.3381)"
119,"(110.443667, 116.783333)",770_frame3450.jpg,"(538817.06, 4814025.17)","(538818.48, 4814023.09)","(538820.01, 4814020.85)","(538821.61, 4814018.53)","(538823.29, 4814016.11)","(538825.05, 4814013.57)","(538826.88, 4814010.89)","(538828.78, 4814008.09)","(538830.71, 4814005.21)","(538832.67, 4814002.27)","(538834.67, 4813999.28)","(538836.7, 4813996.22)","(538838.81, 4813993.05)","(538840.92, 4813989.89)","(538842.89, 4813986.94)","(538844.68, 4813984.24)","(538846.1, 4813982.1)","(25.0607, 2.6608, -0.0399, 5.3084)","(27.9182, 1.9506, -0.0743, 5.3107)","(29.7809, 1.2912, -0.0837, 5.3146)","(31.1667, 1.0941, -0.0407, 5.3183)","(32.5604, 1.2761, 0.0469, 5.3187)","(34.1549, 1.3186, 0.1188, 5.3148)","(35.6533, 1.1327, 0.1382, 5.3096)","(36.8571, 0.8748, 0.1094, 5.3051)","(37.7537, 0.6501, 0.071, 5.3022)","(38.4701, 0.5788, 0.0371, 5.3006)","(39.3392, 0.8619, 0.0092, 5.2999)","(40.29, 0.5789, -0.0042, 5.3002)","(40.4843, -0.4093, 0.0005, 5.3005)","(39.1873, -1.6641, 0.0148, 5.3001)","(36.7829, -4.2792, 0.0206, 5.2994)","(32.3717, -5.9519, 0.0159, 5.2987)","(29.7845, -7.8952, 0.0083, 5.2985)"
120,"(111.778333, 117.450667)",770_frame3470.jpg,"(538856.91, 4813991.02)","(538855.62, 4813993.1)","(538854.3, 4813995.2)","(538852.89, 4813997.39)","(538851.34, 4813999.75)","(538849.62, 4814002.29)","(538847.78, 4814004.98)","(538845.84, 4814007.77)","(538843.85, 4814010.65)","(538841.83, 4814013.6)","(538839.78, 4814016.61)","(538837.69, 4814019.72)","(538835.57, 4814022.89)","(538833.44, 4814026.12)","(538831.3, 4814029.37)","(538829.17, 4814032.62)","(538827.06, 4814035.85)","(26.7302, -0.2116, -0.1022, 2.1235)","(26.8287, 0.2641, -0.1537, 2.1289)","(27.6758, 1.1357, -0.2174, 2.1368)","(29.4778, 1.7635, -0.2685, 2.1479)","(31.749, 1.9386, -0.2667, 2.1596)","(33.9978, 1.7264, -0.2091, 2.1693)","(35.799, 1.2894, -0.1052, 2.1746)","(37.1395, 0.9339, -0.0008, 2.1764)","(38.1087, 0.7465, 0.0906, 2.1748)","(38.9822, 0.7168, 0.1451, 2.1705)","(39.8462, 0.7307, 0.1601, 2.1651)","(40.7174, 0.6627, 0.141, 2.1606)","(41.3758, 0.4382, 0.1151, 2.1568)","(41.7706, 0.2191, 0.0887, 2.1539)","(41.9022, 0.0, 0.0625, 2.1517)","(41.7734, -0.1731, 0.0369, 2.1503)","(41.6671, -0.2608, 0.0242, 2.1496)"
122,"(112.779333, 118.451667)",770_frame3500.jpg,"(538818.86, 4814029.18)","(538820.41, 4814026.95)","(538822.03, 4814024.62)","(538823.75, 4814022.16)","(538825.53, 4814019.61)","(538827.33, 4814016.97)","(538829.15, 4814014.24)","(538831.0, 4814011.44)","(538832.88, 4814008.63)","(538834.77, 4814005.81)","(538836.7, 4814002.91)","(538838.69, 4813999.84)","(538840.75, 4813996.64)","(538842.84, 4813993.43)","(538845.08, 4813990.09)","(538847.37, 4813986.73)","(538849.15, 4813984.1)","(28.233, 2.4053, -0.0409, 5.3186)","(30.1155, 1.9001, -0.0482, 5.3206)","(31.4613, 1.1918, -0.0062, 5.3231)","(32.8815, 1.0736, 0.1033, 5.3224)","(34.0034, 0.8413, 0.2155, 5.3161)","(34.9336, 0.7049, 0.2199, 5.3058)","(35.6936, 0.5426, 0.105, 5.2989)","(36.2161, 0.3424, -0.0147, 5.2983)","(36.6281, 0.418, -0.0084, 5.302)","(37.3437, 0.842, 0.1304, 5.3012)","(38.631, 1.2088, 0.1969, 5.2935)","(40.043, 1.0007, 0.0718, 5.2848)","(41.1858, 1.2071, -0.1716, 5.2869)","(42.6107, 0.747, -0.3008, 5.2973)","(42.1911, -2.3039, -0.2118, 5.3069)","(40.0103, -4.3364, -0.063, 5.3104)","(37.1013, -7.614, 0.0581, 5.3079)"
124,"(113.780333, 119.452667)",770_frame3530.jpg,"(538815.99, 4814027.23)","(538817.53, 4814025.09)","(538819.19, 4814022.72)","(538820.98, 4814020.13)","(538822.82, 4814017.45)","(538824.69, 4814014.76)","(538826.6, 4814012.03)","(538828.53, 4814009.23)","(538830.47, 4814006.37)","(538832.43, 4814003.45)","(538834.45, 4814000.43)","(538836.59, 4813997.25)","(538838.77, 4813994.0)","(538840.9, 4813990.79)","(538843.08, 4813987.45)","(538845.11, 4813984.35)","(538846.51, 4813982.24)","(26.468, 4.1115, 0.1556, 5.3386)","(30.0838, 1.5005, 0.2104, 5.3297)","(32.347, 1.8624, 0.1673, 5.3201)","(34.2058, 1.1556, 0.0416, 5.3158)","(35.1845, 0.5809, -0.0441, 5.3174)","(35.742, 0.4278, -0.0122, 5.3209)","(36.3199, 0.5225, 0.116, 5.3198)","(36.9491, 0.5455, 0.1913, 5.3127)","(37.6844, 0.7131, 0.1547, 5.3049)","(38.7758, 1.1317, 0.038, 5.3019)","(40.2538, 1.1841, -0.0023, 5.3033)","(41.3793, 0.6149, 0.0501, 5.3041)","(42.0665, 0.5143, 0.1355, 5.3007)","(42.1247, -0.6673, 0.1354, 5.295)","(39.928, -4.4299, 0.02, 5.2917)","(35.3832, -7.3308, -0.0815, 5.2937)","(30.9665, -10.53, -0.1698, 5.2974)"
126,"(114.781333, 120.453667)",770_frame3560.jpg,"(538819.17, 4814029.48)","(538820.71, 4814027.26)","(538822.39, 4814024.76)","(538824.21, 4814021.99)","(538826.07, 4814019.13)","(538827.88, 4814016.3)","(538829.7, 4814013.46)","(538831.57, 4814010.58)","(538833.5, 4814007.65)","(538835.48, 4814004.66)","(538837.49, 4814001.57)","(538839.56, 4813998.3)","(538841.65, 4813994.96)","(538843.73, 4813991.66)","(538845.97, 4813988.16)","(538848.07, 4813985.05)","(538849.18, 4813983.66)","(27.1791, 4.348, 0.1925, 5.3227)","(31.1541, 1.8286, 0.2811, 5.3125)","(33.8105, 2.1199, 0.2868, 5.2997)","(35.7927, 1.0651, 0.2304, 5.2904)","(36.4427, 0.1819, 0.1254, 5.2845)","(36.4935, 0.0568, -0.0017, 5.2818)","(36.7898, 0.4368, -0.1351, 5.2841)","(37.4451, 0.6316, -0.1553, 5.2915)","(38.296, 0.7787, -0.0261, 5.2972)","(39.3814, 1.0617, 0.2097, 5.2944)","(40.7389, 1.0735, 0.2881, 5.2832)","(41.754, 0.5881, 0.181, 5.2732)","(42.6876, 0.9233, -0.0668, 5.2722)","(43.1437, -0.6097, -0.3505, 5.2774)","(40.2269, -7.2442, -1.2266, 5.2913)","(32.6298, -12.5265, -1.9501, 5.346)","(25.4463, -18.4264, -2.7655, 5.3795)"
180,"(172.172, 177.510667)",770_frame5270.jpg,"(538879.31, 4814038.1)","(538874.18, 4814035.62)","(538869.01, 4814033.12)","(538863.67, 4814030.53)","(538858.17, 4814027.85)","(538852.62, 4814025.16)","(538847.09, 4814022.5)","(538841.55, 4814019.86)","(538835.95, 4814017.25)","(538830.3, 4814014.67)","(538824.58, 4814012.14)","(538818.69, 4814009.61)","(538812.53, 4814007.04)","(538806.28, 4814004.42)","(538800.21, 4814001.77)","(538794.37, 4813999.07)","(538788.63, 4813996.33)","(55.1388, 10.5248, -0.0287, 3.5911)","(57.6564, 7.7174, -0.0451, 3.5917)","(63.2282, 0.7311, -0.0542, 3.5929)","(64.8056, 1.2915, -0.0199, 3.5943)","(65.9943, 0.6189, 0.0569, 3.5941)","(66.3389, 0.0641, 0.1611, 3.5922)","(66.3225, 0.0106, 0.2721, 3.5884)","(66.47, 0.2051, 0.3911, 3.5824)","(66.7925, 0.3633, 0.505, 3.5742)","(67.4118, 0.7095, 0.6027, 3.5641)","(68.6463, 1.3933, 0.6183, 3.5525)","(70.5469, 1.5424, 0.3727, 3.5407)","(71.9624, 0.5955, -0.1469, 3.5361)","(71.8717, -0.7009, -0.7362, 3.5443)","(70.6335, -0.6577, -0.9466, 3.5642)","(64.4044, -8.6948, -0.721, 3.5817)","(61.5779, -11.9857, -0.4678, 3.5898)"
182,"(173.840333, 179.846333)",770_frame5340.jpg,"(538869.99, 4814036.59)","(538864.85, 4814034.17)","(538859.45, 4814031.59)","(538853.98, 4814028.95)","(538848.61, 4814026.34)","(538843.29, 4814023.77)","(538838.0, 4814021.23)","(538832.75, 4814018.72)","(538827.54, 4814016.25)","(538822.26, 4814013.75)","(538816.83, 4814011.17)","(538811.31, 4814008.53)","(538805.83, 4814005.88)","(538800.36, 4814003.2)","(538794.96, 4814000.5)","(538789.83, 4813997.84)","(538785.52, 4813995.55)","(60.4983, 1.6107, -0.2815, 3.578)","(62.739, 1.8361, -0.2892, 3.5851)","(64.4643, 0.8568, -0.2022, 3.5903)","(64.7861, -0.1978, -0.0693, 3.5926)","(64.2218, -0.5981, 0.0331, 3.5925)","(63.57, -0.4739, 0.1032, 3.591)","(63.0226, -0.4359, 0.1269, 3.5885)","(62.6551, -0.0926, 0.1055, 3.5856)","(62.9175, 0.5796, 0.04, 3.584)","(63.9866, 1.0501, -0.0475, 3.584)","(65.1574, 0.7309, -0.1394, 3.5857)","(65.7156, 0.2513, -0.2369, 3.5891)","(65.727, -0.2569, -0.3509, 3.5943)","(65.0411, -0.96, -0.4946, 3.6016)","(63.0484, -4.0624, -0.5683, 3.6121)","(58.8215, -6.2048, -0.5138, 3.6258)","(55.4795, -8.7332, -0.4251, 3.6314)"
184,"(176.843333, 182.849333)",770_frame5430.jpg,"(538869.69, 4814036.6)","(538864.52, 4814034.13)","(538859.1, 4814031.51)","(538853.64, 4814028.84)","(538848.3, 4814026.22)","(538843.01, 4814023.62)","(538837.79, 4814021.04)","(538832.67, 4814018.5)","(538827.63, 4814015.99)","(538822.55, 4814013.48)","(538817.36, 4814010.91)","(538812.13, 4814008.32)","(538806.96, 4814005.74)","(538801.78, 4814003.11)","(538796.73, 4814000.51)","(538792.1, 4813998.07)","(538787.98, 4813995.86)","(60.8994, 1.6655, -0.214, 3.5853)","(63.1168, 1.7373, -0.2229, 3.5906)","(64.6383, 0.674, -0.1712, 3.5946)","(64.7632, -0.345, -0.1055, 3.5969)","(64.0245, -0.7561, -0.0764, 3.598)","(63.1411, -0.729, -0.0802, 3.5994)","(62.1978, -0.7977, -0.0725, 3.6012)","(61.3836, -0.4574, -0.0307, 3.6027)","(61.2256, 0.2225, 0.031, 3.6026)","(61.8199, 0.6199, 0.0294, 3.601)","(62.4628, 0.315, -0.0511, 3.6003)","(62.6709, 0.0831, -0.1844, 3.6026)","(62.4963, -0.4866, -0.2883, 3.6078)","(61.299, -1.7024, -0.3599, 3.6142)","(58.1681, -3.3666, -0.3738, 3.6216)","(54.1328, -3.0329, -0.2989, 3.6309)","(51.5488, -2.6422, -0.2466, 3.6364)"
196,"(191.858333, 197.864333)",770_frame5880.jpg,"(538812.52, 4814023.88)","(538812.62, 4814022.13)","(538812.53, 4814020.23)","(538812.22, 4814018.23)","(538811.65, 4814016.15)","(538810.8, 4814014.04)","(538809.61, 4814011.96)","(538808.06, 4814010.03)","(538806.2, 4814008.24)","(538804.07, 4814006.56)","(538801.73, 4814004.93)","(538799.21, 4814003.32)","(538796.54, 4814001.7)","(538793.67, 4814000.02)","(538790.71, 4813998.3)","(538787.9, 4813996.66)","(538785.27, 4813995.12)","(18.2951, 0.931, 1.2324, 4.809)","(19.6695, 1.2643, 1.6195, 4.718)","(21.1903, 1.207, 1.8862, 4.6152)","(22.5682, 1.1386, 2.115, 4.5018)","(23.9194, 1.0958, 2.4536, 4.3928)","(25.1745, 0.9794, 2.8914, 4.2588)","(26.2769, 0.8827, 3.0819, 4.1132)","(27.3549, 0.9462, 2.8567, 3.9755)","(28.5925, 1.1181, 2.2483, 3.8561)","(30.0213, 1.2368, 1.6074, 3.7796)","(31.5201, 1.2309, 1.0962, 3.7283)","(33.0942, 1.434, 0.6944, 3.6956)","(34.7948, 1.2559, 0.3822, 3.6782)","(35.8664, 0.37, 0.1524, 3.6703)","(35.5472, -0.8106, 0.0149, 3.6683)","(34.5686, -1.3612, -0.0457, 3.6705)","(33.4192, -1.3941, -0.0708, 3.6723)"
216,"(206.206, 211.544667)",770_frame6290.jpg,"(538857.9, 4813988.42)","(538857.51, 4813988.94)","(538857.1, 4813989.54)","(538856.41, 4813990.62)","(538855.39, 4813992.26)","(538854.21, 4813994.2)","(538852.96, 4813996.26)","(538851.61, 4813998.49)","(538850.15, 4814000.83)","(538848.59, 4814003.26)","(538846.92, 4814005.78)","(538845.14, 4814008.41)","(538843.25, 4814011.21)","(538841.25, 4814014.13)","(538839.2, 4814017.11)","(538837.09, 4814020.15)","(538834.94, 4814023.23)","(7.011, 0.2429, 0.1875, 2.1744)","(8.3934, 2.2012, 0.2087, 2.1656)","(11.6529, 3.7536, 0.2333, 2.1562)","(16.9834, 4.6235, 0.2045, 2.1381)","(21.9823, 3.387, 0.1529, 2.1224)","(25.1077, 2.0386, 0.0563, 2.1165)","(27.1191, 1.4362, -0.0676, 2.1152)","(28.7918, 1.4153, -0.2368, 2.1211)","(30.4375, 1.2743, -0.3431, 2.1338)","(31.9205, 1.2449, -0.3318, 2.1507)","(33.5315, 1.4782, -0.21, 2.1612)","(35.394, 1.5518, -0.1146, 2.1655)","(37.1421, 1.2819, -0.0913, 2.1674)","(38.5047, 1.0058, -0.1266, 2.1708)","(39.496, 0.6315, -0.1341, 2.1758)","(40.0004, 0.4789, -0.113, 2.18)","(40.4166, 0.3236, -0.0749, 2.1815)"
222,"(210.877333, 216.216)",770_frame6430.jpg,"(538825.96, 4813970.55)","(538825.07, 4813970.62)","(538824.19, 4813970.7)","(538823.29, 4813970.77)","(538822.38, 4813970.85)","(538821.44, 4813970.93)","(538820.48, 4813971.01)","(538819.52, 4813971.1)","(538818.54, 4813971.18)","(538817.56, 4813971.27)","(538816.57, 4813971.36)","(538815.57, 4813971.44)","(538814.58, 4813971.53)","(538813.58, 4813971.62)","(538812.58, 4813971.71)","(538811.59, 4813971.8)","(538810.6, 4813971.89)","(9.6406, -0.0416, 0.0013, 3.0581)","(9.6419, -0.0024, 0.002, 3.0579)","(9.6789, 0.0754, 0.0032, 3.0577)","(9.8233, 0.1582, 0.0046, 3.0572)","(10.0316, 0.1772, 0.0055, 3.0566)","(10.237, 0.1578, 0.0059, 3.056)","(10.3983, 0.1092, 0.0056, 3.0553)","(10.5119, 0.0864, 0.005, 3.0547)","(10.6062, 0.0707, 0.0044, 3.0542)","(10.6817, 0.055, 0.0038, 3.0537)","(10.7383, 0.0393, 0.0032, 3.0533)","(10.776, 0.0236, 0.0027, 3.053)","(10.7949, 0.0079, 0.0022, 3.0527)","(10.7949, -0.0079, 0.0017, 3.0525)","(10.776, -0.0236, 0.0012, 3.0523)","(10.7386, -0.034, 0.0007, 3.0522)","(10.7169, -0.0393, 0.0005, 3.0522)"
225,"(212.879333, 218.218)",770_frame6490.jpg,"(538858.36, 4813988.85)","(538857.05, 4813990.77)","(538855.73, 4813992.72)","(538854.27, 4813994.91)","(538852.62, 4813997.41)","(538850.87, 4814000.09)","(538849.1, 4814002.81)","(538847.31, 4814005.57)","(538845.46, 4814008.41)","(538843.51, 4814011.39)","(538841.46, 4814014.47)","(538839.32, 4814017.68)","(538837.09, 4814021.02)","(538834.75, 4814024.5)","(538832.3, 4814028.12)","(538829.67, 4814031.97)","(538826.94, 4814035.92)","(25.0611, -0.0379, 0.0523, 2.1685)","(25.6849, 1.0171, 0.08, 2.1668)","(27.3546, 1.9788, 0.1126, 2.1625)","(30.2438, 2.5454, 0.1242, 2.1568)","(33.0158, 1.8332, 0.1121, 2.1518)","(34.5566, 0.8621, 0.0733, 2.1485)","(35.3385, 0.5835, 0.0173, 2.1465)","(36.1971, 0.9262, -0.0559, 2.1468)","(37.5416, 1.2405, -0.1109, 2.1502)","(39.129, 1.3801, -0.113, 2.1548)","(40.8062, 1.3967, -0.0758, 2.1579)","(42.5163, 1.4629, -0.0572, 2.1591)","(44.3223, 1.5352, -0.0948, 2.1602)","(46.3533, 1.9314, -0.1629, 2.1636)","(48.7343, 1.7853, -0.1771, 2.1691)","(50.3277, 1.4666, -0.1495, 2.1737)","(51.5206, 0.8002, -0.0972, 2.1751)"
